RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.28098695,44,0,0.106528636,5988,9,0,0,1,1
0.677344917,38,3,0.24227835,13500,9,0,1,0,3
0.059207436,36,1,1.154441985,6325,12,0,3,0,1
0.997200187,29,0,0.789802549,4000,5,0,2,0,0
0.036872695,40,0,1648,5400,4,0,1,0,0
0.169546323,51,1,0.401356901,5600,12,0,3,0,2
0.081697277,66,0,3417,5400,6,0,1,0,0
0.9999999,49,0,0.719385934,2800,5,0,2,0,0
0.175631841,41,0,0.257961027,8415,6,0,2,0,0
0.025053634,84,0,0.0059988,3333,5,0,0,0,0
0.649443303,71,2,0.47545582,4277,11,0,2,0,0
0.91562379,24,0,0.069844422,3020,4,0,0,0,0
0,77,0,432,5400,4,0,0,0,0
0.073892611,62,0,0.32251972,9000,5,0,1,0,1
0.025688917,38,0,0.878299623,2916,7,0,1,0,0
0.630778974,40,0,0.386062366,7920,4,0,1,0,2
0,73,0,0.201996323,7613,3,0,2,0,0
0.022460337,75,0,23,5400,5,0,1,0,0
0.120750052,86,0,0.08950529,3496,15,0,0,0,1
0.622740056,43,0,0.454658001,3230,5,0,0,0,0
0.461281367,40,0,4288,5400,11,0,2,0,2
0.394921016,69,0,0.352129574,5000,7,0,1,0,0
0.008487393,69,1,1.137308534,1827,12,0,2,0,0
0.068270176,54,0,0.437295529,4584,5,0,1,0,0
0.425932243,51,0,0.24837424,14300,14,0,2,0,2
0.504856997,44,0,0.194701325,4000,3,0,0,0,3
0.200160217,67,0,0.264785676,7371,6,0,2,0,0
0.043940209,40,0,4622,5400,9,0,2,0,0
0.762155378,50,2,0.185135811,6000,5,1,0,0,1
0.228107801,65,0,0.052789442,5000,13,0,0,0,0
0.9999999,29,0,0,1700,1,0,0,0,0
0.254717386,55,1,0.32068654,3320,15,0,1,0,2
0.9999999,66,0,0.059485129,4000,1,0,0,1,1
0.022171828,71,0,47,5400,10,0,0,0,0
1.107309487,58,1,0.370136187,6167,10,0,1,0,1
0.649350649,26,2,0.149845747,2268,3,1,0,1,0
0.267273273,42,0,0.403759624,10000,5,0,2,0,0
0.665433364,67,0,0.221529671,7700,10,0,1,0,0
0.370263645,45,0,0.437112577,5000,6,0,1,0,3
0.018168263,37,0,1273,5400,7,0,0,0,0
0.010409264,48,0,0.502982582,4190,10,0,1,0,2
0.061146943,71,0,1732,5400,4,0,1,0,0
0.9999999,29,1,534,5400,5,2,0,0,0
0.104526365,30,1,0.500090893,5500,9,0,1,0,0
0,62,0,0.1842723,1703,2,0,0,0,0
0.898809185,56,0,0.402694453,9500,11,0,1,0,2
0.030213836,74,0,1342,5400,8,0,1,0,0
0.00447257,66,0,3264,5400,16,0,1,0,0
0.301698302,21,0,0.009677419,929,2,0,0,0,0
0.469306139,33,0,0.409696142,2928,5,1,1,0,1
0.048025526,46,0,0.064267352,3500,9,0,0,0,1
0.649717203,73,1,4160,5400,8,0,1,0,0
0.088072689,40,0,1456,5400,5,0,2,0,0
0.9999999,68,0,1.199143469,1400,6,0,1,0,0
0.012970687,80,0,6,5400,3,0,0,0,0
0,39,0,0.185339442,2400,6,0,0,0,0
0.478458462,37,0,0.409880834,4027,6,0,1,1,1
0.981670485,47,0,0.143303478,4800,7,1,0,0,0
0.430505672,51,0,0.382286634,3104,9,0,3,0,0
0.059999321,65,0,157,5400,7,0,0,0,0
0.058201676,52,0,1616,5400,12,0,1,0,0
0.063137088,41,0,521,5400,4,0,0,0,0
0.070083712,58,0,0.203856006,7416,3,0,1,0,0
0.438312338,33,0,0.316776007,3200,5,0,0,0,0
0.515927813,46,0,0.503808864,5775,6,0,2,0,0
0.167245289,46,0,0.348279781,9678,8,0,2,0,3
0.114666518,78,0,189,5400,6,0,0,0,0
0.717142792,48,0,1.12184674,2100,9,0,2,0,1
0.619557459,24,0,0.009024644,2880,1,0,0,0,0
0.742658668,50,2,0.503640217,10850,8,3,2,3,3
0.475301647,48,2,0.411071353,4750,8,0,3,0,1
0.077682834,61,0,0.684303351,1700,13,0,1,1,0
0.222967343,38,0,0.367947436,7000,14,0,1,0,2
0.996939088,45,4,0.328759067,5100,2,0,0,1,2
0.098828723,39,0,0.251961237,6500,9,0,1,0,3
0.36214921,42,0,0.327556656,5250,11,0,1,0,0
0.991467804,34,0,0.397298818,7107,5,0,1,0,0
0.144878408,66,0,0.28446242,8900,9,0,1,0,0
0.252491694,32,0,0.670665867,1666,8,0,1,0,0
0.026259058,60,0,1969,5400,6,0,1,0,0
0.3021295,28,0,0.080900751,2397,6,0,0,0,1
0.002307337,65,0,0.369986357,7329,8,0,1,0,0
0.588564574,41,0,0.122914838,6833,7,0,0,0,1
1.03236718,44,1,0.684560412,6016,14,0,1,1,0
0.595939702,44,0,0.329734732,6483,4,0,1,0,1
0.492091444,45,0,0.508659168,5600,8,0,3,0,3
0.598234938,26,0,0.62273579,1600,5,0,0,0,0
0,40,0,0.27267804,3692,9,0,0,0,0
0.404059594,45,0,0.293210644,4020,3,0,1,0,2
0.9999999,67,0,729,5400,2,0,1,0,0
0.406985488,39,1,0.4822962,8500,11,0,2,0,1
0.10775569,63,0,0.012654223,6321,1,0,0,0,0
0.188208014,33,0,0.46218092,8500,10,0,2,0,0
0.020331074,56,0,1144,5400,5,0,1,0,0
0.032986494,46,0,0.180932296,13750,7,0,2,0,3
0.576933681,48,0,0.534296029,3600,5,0,1,0,1
0.610073541,64,1,0.287014958,9225,9,0,1,0,0
0.9999999,54,0,0.049851632,3369,2,2,0,0,0
0.056093589,75,0,0.100408299,12000,9,0,0,0,0
0.103659756,29,0,0.195398574,3085,5,0,0,0,0
0.396698851,30,0,1.548117155,2150,15,0,2,0,0
0.444981709,68,0,0.425850988,4200,10,0,0,0,0
1.052193226,40,4,0.044501774,3100,8,0,0,0,1
0.542234332,26,0,0.156705064,4600,3,3,0,0,2
0.426573044,72,0,1767,5400,8,0,0,0,0
0.342349864,61,0,0.354391546,8800,10,0,2,0,2
0.105415569,43,0,0.244866628,5210,11,0,1,0,0
0.060770548,45,0,74,5400,14,0,0,0,0
0.063268837,65,0,3375,5400,9,0,2,0,1
0.905550102,38,0,0.540089303,5150,10,1,1,0,0
0.005565579,74,1,0.001907669,2620,4,0,0,0,0
0.035297356,37,1,0.526669655,2230,8,0,1,0,2
0.201765971,54,0,0.353738474,9000,8,0,2,0,0
0.9999999,28,0,79,5400,2,0,0,0,0
0.008913639,49,0,0.038326884,10853,6,0,0,0,2
0.071195232,68,0,0.132240437,6404,10,0,1,0,0
0.967092405,48,0,0.27808846,5900,5,0,0,0,3
0.03611253,63,0,0.177954071,11974,7,0,2,0,0
0.074920456,37,0,0.061250143,8750,6,0,0,0,1
1.023433078,46,6,0.18219523,6750,8,3,0,2,1
0.064134161,57,0,0.201173177,7500,9,0,1,0,1
0.573000565,39,0,0.308076822,3800,10,0,0,0,2
0.040239992,47,0,0.156351792,7367,4,0,1,0,1
0.497446676,74,0,1.085694776,2928,12,0,2,0,0
0.915938403,44,1,0.61536265,10505,17,0,2,0,2
0.042245473,67,0,0.18621932,4440,9,0,1,0,0
0.149449728,50,0,0.019433985,8232,7,0,0,0,2
0.034049548,74,0,0.009643917,2695,3,0,0,0,0
0,42,0,0.314624717,7500,5,0,1,0,1
0.9999999,69,1,0,2258,2,0,0,0,1
0.008561137,78,0,0.004346314,5751,14,0,0,0,0
0.061301173,64,0,62,5400,8,0,0,0,0
0.179705728,29,0,0.427893027,4000,9,0,1,0,0
0.407389772,37,0,0.265515576,8281,6,0,2,0,2
0.91626908,69,0,4998,5400,10,0,3,0,2
0.133675263,61,0,0.230876393,15791,11,0,1,0,3
0.9999999,61,0,0.273174038,5900,9,0,2,0,3
0.611529718,37,1,0.27761194,4019,11,0,0,0,0
0.033434056,57,0,0.359321257,4360,12,0,2,0,0
0.037389272,60,0,0.268513655,7615,7,0,1,0,0
0,74,0,0,5400,5,0,0,0,0
0.090922266,57,1,0.142331288,7334,8,0,1,0,0
0.9999999,22,0,0.262172285,800,1,0,0,0,0
0.70335311,54,0,1.442416341,2300,12,0,2,0,1
0.9999999,28,0,0.092986912,5118,4,0,0,0,1
0.304779681,33,0,0.535116221,4000,8,0,2,0,1
0.070392961,60,0,838,5400,3,0,1,0,0
0.22589133,29,2,0.610324729,1200,4,0,1,0,2
0.11894053,51,0,0.459388646,2289,2,0,1,0,0
0.314666939,51,0,0.479839493,15450,19,0,2,0,2
0,48,0,0,5400,6,0,0,0,0
0.843461838,27,0,0.573398009,3916,6,0,1,0,0
1.012420479,59,0,0.279920023,3500,6,0,0,0,0
0.001807658,39,0,0.339932014,5000,4,0,1,0,0
0.350921703,47,0,0.159795462,6257,10,0,0,0,0
0.071012245,38,0,2999,5400,7,0,2,0,0
0.036720182,50,0,0.002374703,8000,1,0,0,0,2
0.002696569,61,0,0.00029997,10000,5,0,0,0,1
0.492409781,46,2,0.033778148,4795,5,0,0,0,1
0.904533934,44,1,0.513018121,4800,9,1,0,0,2
0.008646925,88,0,0.000705716,7084,5,0,0,0,0
0.260271523,44,0,0.296854804,6962,11,0,1,0,0
0.151372971,63,0,0.249038609,6500,7,0,2,0,0
0.944159961,26,0,0.317719841,2262,5,0,0,0,1
0.14750123,61,0,0.165854181,18666,18,0,2,0,1
0.02442041,55,1,0.458195523,13000,5,0,2,0,2
0.104146031,84,0,82,5400,6,0,0,0,0
0.196150321,40,0,0.312737453,5000,10,0,1,0,2
0.244093898,58,0,292,5400,3,0,0,0,0
0.076423089,63,0,945,5400,5,0,1,0,0
0.029348003,71,0,0.27138316,13526,11,0,2,0,0
0.591662295,46,0,0.920679445,6416,12,0,2,0,0
0.100351248,43,0,0.614004879,6968,13,0,2,0,0
0.866863133,62,2,4229,5400,9,0,2,0,0
0.860583216,59,0,0.660297712,4500,7,0,2,0,1
0.809023261,59,0,0.344330593,8880,11,0,0,0,1
0,63,0,14,5400,1,0,0,0,0
0.420878956,43,0,0.724587912,1455,7,0,1,0,0
0.132124848,62,0,0.217662338,3849,7,0,1,0,2
0.9999999,22,0,29,5400,0,0,0,0,0
0.023256695,67,0,0.005346294,4114,4,0,0,0,0
0.003204331,89,0,0.000499917,6000,4,0,0,0,0
0.373151768,55,0,0.417789757,12984,8,0,2,0,1
0.9999999,58,0,0.008165306,6000,0,0,0,0,2
0.942774166,40,0,1695,5400,8,0,0,0,1
0.17336575,61,0,0.222356862,3300,5,0,0,0,0
0.348651673,61,0,0.224659817,3600,10,0,0,1,0
0.693329681,42,2,0.257731959,2230,7,0,0,0,0
0,38,0,0.507400294,8850,13,0,2,0,1
0.006176586,77,0,701,5400,9,0,0,0,0
0.101179764,49,0,0.014985015,1000,7,0,0,0,0
0.366164567,53,0,0.369908016,4565,9,0,0,0,0
0.081594748,36,0,0.013996501,4000,2,0,0,0,0
0.0395916,60,0,0.080581242,9083,13,0,0,0,0
0.025590022,69,0,0.003390715,3833,2,0,0,0,0
0.457941871,69,0,0.458663937,3906,8,0,0,0,1
0.326067547,47,0,0.410104279,5561,14,0,1,0,3
0.579015712,44,0,0.145713187,2600,3,0,0,0,2
0.006922189,68,0,1,5400,9,0,0,0,0
0,44,0,0.156195765,5761,7,0,0,0,0
0.603585798,65,0,0.284407028,2731,3,0,0,0,0
0.970956991,52,1,0.339441536,4583,10,1,0,0,0
0.856698511,41,1,0.148779771,3400,8,0,0,1,2
0.9999999,38,0,0.212694126,1480,1,0,0,0,2
0,41,0,2643,5400,5,0,1,0,0
0.131683497,49,1,0.316546763,8200,13,0,2,0,1
0.586124238,42,0,0.304364545,5200,17,0,0,0,0
0.9999999,61,1,0.300566906,9348,11,0,1,0,0
0,57,0,364,5400,5,0,0,0,0
0.002871648,59,0,0.231251488,12600,8,0,1,0,1
0.510883859,62,0,0.629430423,7250,14,0,1,0,0
0.429496648,52,0,113,5400,2,0,0,0,0
0.414813698,60,0,0.438178091,20000,17,0,3,0,0
0.093563548,41,0,0.016522423,5083,3,0,0,0,2
0.366297314,33,0,0.354446723,13166,16,0,2,0,0
0.182849279,45,0,0.51149954,3260,19,0,0,0,2
0.467195052,42,0,0.44431946,8000,11,0,1,0,1
0.015309781,85,0,0.008437991,10191,7,0,0,0,0
0.446423047,42,0,0.354487331,4222,12,0,0,0,2
0.026140703,34,0,1681,5400,7,0,1,0,0
0.9999999,34,0,627,5400,2,0,0,0,0
0.004007384,51,0,0.181175843,7500,15,0,1,0,0
0.038635797,67,0,0.143693108,4613,6,0,0,0,1
0,49,0,0.168826494,8333,13,0,1,0,1
0.00170906,66,0,0.01622153,6102,6,0,0,0,1
0.196566953,66,0,0.979717813,1133,6,0,0,0,0
0.018243752,55,0,0.599361336,4070,10,0,2,0,0
0.003386287,46,1,0.10963138,22000,7,0,1,0,1
0,55,0,355,5400,4,0,1,0,0
0.285884351,61,0,0.200959968,30000,8,0,1,0,2
0.0291711,59,0,0.241582008,15650,16,0,2,0,2
0,63,0,0,5400,2,0,0,0,0
0.6710959,61,2,0.157287157,6236,9,0,0,0,0
0.189162822,66,0,0.458011696,8549,12,0,3,0,1
0.859919939,29,0,0.504180298,2750,9,0,0,0,0
0.088722699,47,0,2134,5400,7,0,1,0,0
0,42,0,434,5400,4,0,0,0,0
0.050338993,67,0,0.304180418,3635,8,0,1,0,0
0.034201937,62,0,0.03030303,3200,4,0,0,0,0
0.101996394,57,0,0.972955842,4732,9,0,3,0,3
0.671332867,37,1,0.434792268,4500,4,0,1,0,0
1.019396121,48,0,1389,5400,4,0,0,0,0
0.145828143,58,0,0.246116823,4570,14,0,1,0,0
0.475130516,59,1,0.560461235,6590,16,0,2,0,1
0.113874669,49,0,0.410074074,13499,11,0,2,0,2
0.245489024,27,0,0.03409659,10000,6,0,0,0,0
0.293895314,63,1,0.836991958,4600,12,0,2,0,0
0.049892111,32,0,0.247408518,8006,5,0,1,0,0
0.089082056,45,0,0.621226641,4173,8,0,1,0,2
0.038017651,51,0,0.189240538,20000,6,0,2,0,1
0.018879963,72,0,0.679236711,2200,16,0,1,0,1
0.930043723,28,2,0.118529097,2800,4,0,0,2,0
0.9999999,30,0,0.537015276,850,5,0,0,0,3
0.875752826,38,1,0.142679214,7225,12,0,0,0,0
0.9999999,50,0,0.176126035,4950,3,0,1,0,0
0.395368116,38,0,0.257771142,7366,8,0,1,0,1
1.005293835,50,0,0.225109956,2500,7,0,0,0,3
0.013417938,46,0,0.378771956,6660,9,0,1,0,2
0.306616671,62,2,0.340659341,2092,6,0,0,0,1
1.00259536,35,3,0.834675101,3477,9,2,2,0,2
0.606277047,59,0,0.255918051,11616,13,1,1,0,1
0,72,0,0.511604235,4911,5,0,1,0,0
0.012678733,88,0,603,5400,6,0,1,0,0
0.044177962,31,0,0.33847981,5893,9,0,1,0,1
0.348781778,53,0,0.251004554,7465,9,0,1,0,0
0.00329191,60,0,0.234684603,5500,12,0,2,0,0
0.744203063,56,0,0.68304,6249,11,0,2,0,3
0.709192246,28,0,0.274181455,4000,8,0,0,0,1
0.00349965,48,0,0.395147314,7500,2,0,1,0,3
0.445856019,39,0,0.426799807,6208,12,0,1,0,2
0.173090659,51,0,0.277461464,7200,9,0,2,0,0
0.164109374,47,0,1011,5400,7,0,1,0,2
0.334823114,70,0,0.249545198,15940,12,0,2,0,0
0.642419698,47,0,3526,5400,12,0,1,0,0
0.054418067,75,0,0.011994003,2000,6,0,0,0,0
0.136390831,35,0,0.556088782,3333,16,0,1,0,1
0,65,0,0.088,11249,7,0,1,0,0
0.267398178,32,1,0.451107011,4335,13,0,1,0,2
0.333500591,60,0,0.500399971,13750,17,0,3,0,0
0,28,0,438,5400,4,0,0,1,0
0.138562857,64,1,0.291681089,8666,12,0,2,0,0
0.025262869,54,0,0.391955539,10615,11,0,3,0,3
0.008087997,64,0,0.312455004,4166,4,0,1,0,1
0.14881565,78,0,0.186468922,6000,18,0,1,0,0
0.059826297,66,0,0.009110099,9000,8,0,0,0,0
0.952194698,27,2,0.185807336,2916,7,0,0,1,0
0.002066598,64,0,925,5400,4,0,1,0,0
0.108894555,58,1,65,5400,2,0,0,0,0
0.892086331,35,1,0.195155393,4375,4,1,0,0,0
0.014232859,57,0,1775,5400,7,0,1,0,0
0.952213618,55,4,0.365557316,13250,12,0,2,1,1
0.024229837,61,0,0.108002407,6647,12,0,1,0,0
0.026332602,73,0,0.00271581,10309,7,0,0,0,0
0.72051242,29,0,0.114680946,2240,6,3,0,0,1
0.443626281,53,0,0.253686578,4000,6,0,0,0,1
0.800747794,47,0,0.431069696,7833,6,0,1,0,1
0.714668943,37,1,1416,5400,6,0,0,0,0
0.155877819,59,1,0.430525227,8700,7,0,2,0,0
0.703530979,26,0,0.044558698,3500,2,0,0,0,0
0.11753477,66,0,0.017132552,2217,1,0,0,0,0
0.057624595,70,0,596,5400,7,0,0,0,0
0.598345028,55,0,0.60204189,9500,8,0,2,0,1
0.848776054,54,0,0.407511361,7481,10,0,1,0,0
0.1105933,64,0,2270,5400,9,0,2,0,0
0.550489902,40,0,0.055942773,5451,5,0,0,0,3
0.204847388,36,0,0.898431552,6566,6,0,2,0,2
0.014550971,55,0,1511,5400,10,0,1,0,1
0.377560062,44,0,0.193902615,6920,6,0,2,0,1
0.266144488,37,0,0.726815783,3978,4,0,2,0,1
0.124740928,58,0,0.309466215,6200,15,0,1,0,2
0.9999999,35,0,0.401357978,2650,5,0,1,0,0
0.238224127,38,0,1.34595861,2560,18,0,1,0,1
0.044306154,32,0,1.85313569,4384,12,0,3,0,2
0.009867237,69,0,0.087080934,28306,9,0,2,0,0
0.024341354,66,0,0.381280936,6666,12,0,2,0,0
0.030976707,86,0,76,5400,5,0,0,0,0
0.076988516,23,0,5,5400,2,0,0,0,0
0.004285561,68,0,946,5400,8,0,1,0,0
0.9999999,67,1,0.205887799,5400,5,2,1,0,3
0.10497321,48,1,0.233943481,6227,8,0,2,0,2
0,77,0,0,5400,3,0,0,0,0
0.281750225,26,0,0.09510943,3700,6,0,0,0,3
0.09259139,60,0,0.347147623,17686,6,0,1,0,0
0.345388936,32,0,0.409167267,8333,13,0,1,0,1
0.060079165,57,0,0.705843146,4500,7,0,2,0,1
0.019632679,59,0,0.00339932,5000,7,0,0,0,0
0.053144183,74,0,0.769406393,1751,13,0,1,0,0
0.615746181,33,0,0.191644248,6318,8,0,0,1,3
0.000321533,37,0,0.639069377,4770,7,0,1,0,1
0.815182068,55,0,0.233076658,8700,9,0,1,0,0
0.111243184,41,0,1783,1,11,0,2,0,2
0.010859123,76,0,0.006577402,4256,7,0,0,0,0
0.07680871,57,2,0.514594162,2500,18,0,2,0,0
0.763142625,43,1,0.944611078,5000,5,0,2,0,0
0.718204489,66,1,0.482335689,7500,4,0,1,0,0
0.625091343,34,0,0.061239919,7935,4,0,0,0,2
0.00679932,25,0,2,5400,1,0,0,0,0
1.079621976,54,1,0.950224109,4238,7,0,2,0,1
0.930098289,37,0,0.214399153,1888,5,0,0,0,0
0.000206308,85,0,0,3966,6,0,0,0,0
0.9999999,64,0,0.414457372,5242,6,0,1,0,1
0.677198894,33,0,0.208358328,5000,11,0,0,0,0
0.48360057,59,0,1.040107465,5210,15,0,3,0,0
0.1886046,52,0,0.217586074,15625,5,0,1,0,3
0.9999999,66,2,0,4052,0,1,0,1,1
0,51,0,310,5400,9,0,0,0,0
0.613244344,33,0,0.622336227,2533,9,0,0,0,0
0.252511452,49,1,0.313766332,5280,7,0,2,0,0
0.300059317,75,2,520,5400,7,0,0,0,0
0.333117531,58,0,0.614795068,3000,19,0,2,0,0
0.237749167,52,0,0.600569025,8083,6,0,2,0,1
0.000136581,41,0,0.200378327,7400,19,0,1,0,0
0.19177938,38,0,0.491754123,2000,8,0,1,0,0
0.303189566,61,0,0.662947399,6900,13,0,3,0,0
0.51835032,73,0,0.685146095,9000,13,0,2,0,0
0.039498961,76,0,0.007332111,6000,4,0,0,0,1
0.425249169,32,0,0.134214969,3553,3,0,1,1,1
0.917868876,46,0,0.088327445,15000,5,0,1,0,3
0.035406439,67,0,0.297608235,3302,10,0,1,0,0
0.033095517,80,0,0.009017133,5544,6,0,0,0,0
0.003386988,76,0,269,5400,6,0,0,0,0
0.9999999,49,0,0.289098575,4980,1,0,1,0,0
0.027810762,61,0,2616,5400,7,0,1,0,0
1.186290323,29,4,0.689327668,4000,10,4,2,1,0
0.274135032,33,1,110,5400,6,0,0,0,0
0.337363909,35,0,0.262789535,6000,12,0,1,0,2
0.053207622,80,0,0.026739801,2916,10,0,0,0,2
0.00075997,58,0,0,11800,4,0,0,0,1
0.432024169,74,0,0.732508329,2100,10,0,2,0,0
0.003485615,66,0,0.000720115,4165,3,0,0,0,0
1.014109347,45,1,611,5400,5,1,0,0,0
0.018632423,44,0,0.462209945,9049,17,0,2,0,2
0.218811776,56,0,0.22739245,10250,9,0,2,0,3
0.859407305,43,0,0.216956683,2700,5,0,0,0,0
0.047277092,84,0,0.012907609,10303,9,0,0,0,0
0.040231085,82,0,0.124987501,10000,7,0,1,0,0
0.0641729,89,0,659,5400,10,0,0,0,0
0.9999999,39,3,0.982287601,3330,7,4,1,0,2
0.498686696,35,0,1.164583734,5200,7,0,2,0,1
0.958146705,50,0,0.568652437,9416,10,0,1,0,0
0.01292846,58,0,0.303449425,6000,11,0,1,0,0
0.047298818,65,0,12.35458167,250,4,0,2,0,0
0.001527725,78,0,2,5400,5,0,0,0,0
0.008292458,62,0,0.37468776,1200,7,0,1,0,0
0.207930499,72,0,0.353960671,9000,13,0,2,0,0
0.9999999,61,2,0.00259948,5000,2,1,0,0,1
0,44,0,0.422080943,6448,4,0,2,0,3
0.9999999,26,1,0.084962913,4448,1,0,0,0,1
0.05657682,61,0,0.498615598,4333,10,0,1,0,0
0.079888343,62,0,0.377358491,15846,19,0,2,0,0
0.110456511,57,0,0.44379635,12000,18,0,2,0,0
0.972149523,54,4,0.359870849,10839,12,3,1,1,2
0.002409745,69,0,26,5400,12,0,0,0,0
0.038045505,56,0,0.240268552,14000,8,0,2,0,1
0.00095475,60,0,0.380061994,10000,11,0,1,0,0
0.624511828,49,0,0.807664842,4200,6,0,1,0,1
0.078231635,50,2,0.017998,9000,11,0,0,0,1
79,39,0,0.336924061,9375,10,0,2,0,2
0.070470592,43,0,2705,5400,8,0,1,0,0
0.202231911,45,0,151,5400,2,0,0,0,0
0.04076584,32,0,0.192914792,14000,10,0,1,0,2
0.021532752,60,1,0.299112376,5970,18,0,3,0,0
0.07286655,58,0,0.409624713,7833,4,0,1,0,2
0.090295485,71,0,1766,5400,5,0,1,0,0
0.304932656,45,0,0.307369263,10000,12,0,2,0,3
0.339126708,64,0,0.544291142,5000,12,0,1,0,0
0.052833849,65,0,0.252502781,1797,6,0,1,0,0
0.9999999,46,3,1667,5400,10,1,0,0,3
0,46,0,0.354823228,6250,4,0,1,0,1
0.9999999,30,0,0.049382716,1700,1,0,0,0,0
0.029447313,50,0,0.207392428,8900,9,0,1,0,3
0,54,0,3.588528678,400,13,0,1,0,1
0.703477888,43,1,3939,5400,7,0,0,0,0
0,65,0,0.31079339,8532,12,0,1,0,0
8.73E-05,66,0,0.002380726,10500,13,0,0,0,0
0.141743007,58,0,0.51029794,5000,17,0,2,0,2
0.014188318,72,0,0.083759165,4500,7,0,1,0,1
0.376551372,70,0,0.294018309,11250,16,0,2,0,2
0.157426748,68,0,0.420166539,27500,21,0,3,0,2
0.001564491,32,0,2,5400,5,0,0,0,0
0.957004777,34,0,0.645544307,8000,11,0,1,0,2
0.227562428,61,1,0.513517837,6250,13,0,2,0,0
0.026381856,46,1,0.00239968,7500,4,0,0,0,0
0.002856957,49,0,0.157984421,4107,7,0,1,0,0
0.0829481,66,0,0.413161183,2400,4,0,1,0,0
0.359748678,47,3,0.334789573,6866,10,0,1,0,0
0.417539355,59,0,0.372393247,3020,5,0,1,0,0
0.168083192,37,0,0.838850718,1600,8,0,2,0,1
0,50,0,0.359308046,6300,4,0,1,0,1
0.952682796,39,1,0.317511686,2780,6,0,0,0,1
0.036612048,56,0,0.11140752,7871,9,0,0,0,1
0.895129596,30,1,0.331532018,3700,12,0,0,0,0
0.326574262,52,0,2821,5400,6,0,1,0,2
0.771863496,56,0,0.536764706,5439,8,0,1,0,1
1.051792829,38,2,0.332022472,1779,2,1,0,0,0
0.47802363,58,1,0.231380592,7800,12,0,1,0,2
0.126158623,31,0,0.101974506,4000,11,0,0,0,2
0.9999999,60,0,0.249875062,2000,1,0,0,0,0
0.360425016,63,0,0.334833333,5999,15,0,0,0,0
0.1497041,62,0,0.289283366,6083,8,0,1,0,2
0.011729389,49,0,0.10431768,3172,11,1,0,0,0
0.148763596,36,1,0.690457516,3824,20,0,2,0,0
0.220404168,60,0,0.406299475,12000,8,0,3,0,2
0.013820659,28,0,0.002540937,7083,7,0,0,0,0
0.002234595,69,0,3090,5400,10,0,3,0,1
0.006576328,38,0,0.161860823,2600,14,0,0,0,0
0.21810962,55,0,0.322460226,11250,8,0,2,0,1
0.074374523,87,0,0.011942786,7200,8,0,0,0,1
0,64,0,0.248011519,14583,7,0,2,0,0
0.61787736,27,0,0.254832259,4500,5,0,0,0,0
0.146208692,72,0,9.055944056,1000,14,0,3,0,0
0.810470338,35,0,0.814734821,4166,11,0,0,0,2
0.92839723,58,3,0.115002259,8851,8,3,0,1,2
0.186058019,62,0,0.124901532,11424,10,0,1,0,0
0.055747446,61,0,0.396097046,3791,9,0,1,0,0
0.093935543,68,0,0.233612753,7276,14,0,1,0,0
0.015969491,77,0,0.128254055,7336,13,0,1,0,0
0.000571986,63,0,2283,5400,13,0,1,0,0
0.176129763,78,0,0.120148148,6749,5,0,0,0,0
0.080369977,63,0,0.005364201,7083,5,0,0,0,0
0.004401806,62,0,0.272440581,13000,15,0,2,0,1
0.009838685,51,0,0.205980066,8427,17,0,1,0,0
0.047919391,27,0,0.052687039,2846,3,0,0,0,0
0.045038198,37,0,0.424310552,6671,11,0,1,0,0
0.034399595,86,0,0.172830725,4217,13,0,1,0,0
0.458479165,60,0,0.367129922,9497,9,0,1,0,0
0.150304083,39,0,0.052743407,8000,5,0,0,0,0
0.083515856,53,1,0.205015674,4784,2,0,1,0,2
0.001101569,62,0,0.246393893,17816,15,0,3,0,0
0.005533649,51,0,0.310160428,2991,6,0,1,0,1
0.9999999,46,0,1016,5400,2,0,0,0,0
0.133258035,57,0,0.318054256,4275,16,0,0,0,0
0.050778193,33,0,0.124808966,1962,3,0,0,0,0
0.031896929,60,0,1886,0,15,0,1,0,0
0.01882532,48,0,0.050096501,11916,18,0,0,0,1
0.003160913,85,0,6,5400,12,0,0,0,0
0.62080115,38,0,0.314719062,2900,7,0,0,0,0
0.167705334,48,0,0.415132072,12000,20,0,3,0,3
0.33891714,64,0,0.554913295,2248,7,0,2,0,0
0.354564544,61,0,0.388245904,6652,8,0,2,0,0
0,49,0,0.115895458,4667,4,0,0,0,0
0.336866732,36,0,3840,5400,11,0,2,0,1
0.428338888,44,1,0.339225846,3280,10,0,0,0,0
0.242344029,40,0,0.214795704,16666,12,0,1,0,3
0.001341409,81,0,0,7663,7,0,0,0,0
0.04439863,64,0,0.024450634,3230,16,0,0,0,2
0.010237608,37,0,0.203559288,5000,6,0,0,0,2
0.9999999,36,0,0.156467483,4166,1,0,0,1,1
0,21,0,2,1,1,0,0,0,0
0.9999999,22,0,0.083260298,1140,1,0,0,0,0
0.388046247,38,0,0.715396003,8105,13,0,2,0,1
0.070996263,47,0,40,5400,4,0,0,0,0
0.263071668,43,0,2292,5400,16,0,1,0,0
0.290872089,28,0,0.732394366,2200,8,0,1,0,1
